Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_Pages,Total_Duration,Avg_Time_Per_Page
0,0.0,0,0.0,28,608.5227273,0.015384615,0.021952663,0.0,0.0,May,2,2,1,6,Returning_Visitor,True,False,28,608.5227273,21.732954546428573
2,64.4,0,0.0,15,443.5666667,0.0,0.00625,166.3735531,0.0,June,1,1,1,5,New_Visitor,True,False,17,507.9666667,29.88039215882353
0,0.0,0,0.0,2,34.2,0.0,0.1,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,False,False,2,34.2,17.1
7,76.15,0,0.0,67,1553.696667,0.008571429,0.019047619,0.68291229,0.0,June,2,2,2,13,Returning_Visitor,False,False,74,1629.846667,22.02495495945946
4,195.5,0,0.0,31,1028.533333,0.018181818,0.031313131,77.66478213,0.0,Nov,3,2,1,13,Returning_Visitor,False,False,35,1224.033333,34.97238094285714
0,0.0,0,0.0,5,184.0,0.0,0.04,0.0,0.0,Nov,4,1,4,2,Returning_Visitor,False,False,5,184.0,36.8
9,230.6666667,0,0.0,66,2178.85,0.003555556,0.010977778,11.73221807,0.0,Nov,2,2,3,2,Returning_Visitor,True,True,75,2409.5166667,32.12688888933333
0,0.0,0,0.0,16,641.5,0.0,0.0375,0.0,0.0,May,4,1,7,1,Returning_Visitor,False,False,16,641.5,40.09375
3,43.0,0,0.0,10,427.1666667,0.0,0.015384615,0.0,0.0,Mar,3,2,9,3,Returning_Visitor,False,False,13,470.1666667,36.16666666923077
0,0.0,0,0.0,11,814.5,0.0,0.01,0.0,0.0,Mar,1,1,1,2,New_Visitor,False,False,11,814.5,74.04545454545455
0,0.0,0,0.0,76,1777.520455,0.008,0.025492063,0.0,0.0,Nov,1,2,1,10,Returning_Visitor,True,False,76,1777.520455,23.388427039473687
2,28.0,0,0.0,7,115.6666667,0.0,0.02,0.0,1.0,May,1,1,1,5,New_Visitor,True,False,9,143.6666667,15.962962966666668
3,113.8,0,0.0,15,336.1383333,0.0,0.011764706,0.0,0.0,Nov,2,4,9,3,New_Visitor,False,False,18,449.9383333,24.996574072222224
2,29.0,1,38.5,32,410.1166667,0.004301075,0.020286738,3.322666667,0.0,May,1,1,1,4,Returning_Visitor,True,False,35,477.6166667,13.646190477142857
8,321.6,0,0.0,30,1151.2,0.0,0.012903226,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False,38,1472.8000000000002,38.75789473684211
4,60.0,3,37.83333333,21,868.0166667,0.0,0.008,40.72562976,0.0,Dec,1,1,1,2,New_Visitor,False,True,28,965.8500000299999,34.494642858214284
0,0.0,0,0.0,4,57.0,0.0,0.025,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,False,4,57.0,14.25
2,44.33333333,0,0.0,19,813.1,0.0,0.01,20.0031,0.0,May,2,2,1,2,Returning_Visitor,False,True,21,857.43333333,40.83015873
1,22.0,0,0.0,2,5.0,0.0,0.066666667,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,False,3,27.0,9.0
12,672.0952381,2,86.0,23,237.0952381,0.0,0.010344828,0.0,0.0,May,1,1,2,6,Returning_Visitor,False,False,37,995.1904761999999,26.897039897297294
4,66.76,0,0.0,10,267.9,0.0,0.002777778,0.0,0.0,Aug,2,2,7,2,New_Visitor,False,False,14,334.65999999999997,23.904285714285713
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,Other,False,False,1,0.0,0.0
0,0.0,0,0.0,6,166.0,0.0,0.033333333,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,False,False,6,166.0,27.666666666666668
0,0.0,0,0.0,33,783.6666667,0.006060606,0.027272727,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,False,33,783.6666667,23.747474748484848
1,20.2,0,0.0,6,1561.2,0.028571429,0.057142857,0.0,0.0,Nov,4,2,3,1,Returning_Visitor,True,False,7,1581.4,225.91428571428574
13,315.9666667,1,0.0,15,406.575,0.019047619,0.032380952,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False,29,722.5416667,24.915229886206895
0,0.0,0,0.0,6,119.0,0.0,0.033333333,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,True,False,6,119.0,19.833333333333332
1,27.2,0,0.0,21,1003.658333,0.010526316,0.019064327,0.0,0.0,Oct,3,2,4,20,Returning_Visitor,False,False,22,1030.858333,46.85719695454545
0,0.0,1,5.0,27,1095.658333,0.017857143,0.01547619,60.73155753,0.0,Nov,1,1,1,10,Returning_Visitor,True,True,28,1100.658333,39.30922617857143
1,8.0,0,0.0,47,1459.576667,0.010416667,0.017638889,0.0,0.0,Oct,1,1,3,3,Returning_Visitor,False,False,48,1467.576667,30.574513895833334
3,38.3,0,0.0,18,929.2,0.0,0.010884354,0.0,0.0,Jul,2,2,5,2,Returning_Visitor,True,False,21,967.5,46.07142857142857
0,0.0,0,0.0,13,143.0,0.1,0.138461538,0.0,0.4,May,3,2,1,13,Returning_Visitor,False,False,13,143.0,11.0
3,34.0,1,1530.0,97,3989.485553,0.002,0.012201868,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,True,False,101,5553.485553,54.985005475247526
3,70.93333333,3,560.0,16,810.8333333,0.0,0.028070175,9.163038423,0.0,Jul,2,2,1,2,Returning_Visitor,False,False,22,1441.7666666300001,65.53484848318182
1,149.5,0,0.0,32,1562.333333,0.038709677,0.062580645,7.636645161,0.2,May,2,2,3,2,Returning_Visitor,False,False,33,1711.833333,51.873737363636366
5,75.89285714,0,0.0,51,4522.409524,0.015757576,0.042922078,3.229518182,1.0,May,2,2,6,2,Returning_Visitor,True,False,56,4598.30238114,82.11254252035714
0,0.0,0,0.0,47,636.7,0.0,0.0,0.0,0.0,Aug,2,4,1,2,New_Visitor,False,False,47,636.7,13.546808510638298
12,238.4833333,0,0.0,13,269.2333333,0.0,0.01,0.0,0.0,Dec,2,10,1,3,New_Visitor,False,False,25,507.71666660000005,20.308666664
0,0.0,1,85.0,2,35.5,0.0,0.066666667,0.0,0.4,May,1,2,8,1,Returning_Visitor,False,False,3,120.5,40.166666666666664
2,6.0,0,0.0,38,876.4766667,0.0,0.014529915,6.328693274,0.0,Oct,3,2,1,1,Returning_Visitor,False,True,40,882.4766667,22.0619166675
1,52.4,0,0.0,13,447.2,0.0,0.007692308,42.30391708,0.0,Aug,1,1,1,20,Returning_Visitor,True,True,14,499.59999999999997,35.68571428571428
0,0.0,0,0.0,45,1594.283333,0.0,0.015227273,45.4316713,0.0,Mar,2,2,1,2,Returning_Visitor,True,True,45,1594.283333,35.428518511111115
3,70.5,0,0.0,44,737.1819347,0.005581395,0.023137121,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,True,False,47,807.6819347,17.18472201489362
0,0.0,0,0.0,34,606.7857143,0.017647059,0.040441176,0.0,0.4,May,1,1,1,3,Returning_Visitor,False,False,34,606.7857143,17.84663865588235
0,0.0,0,0.0,13,98.66666667,0.015384615,0.046153846,0.0,0.0,Dec,2,2,3,13,Returning_Visitor,False,False,13,98.66666667,7.589743589999999
2,136.6666667,1,9.5,20,1572.571429,0.0,0.015873016,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,23,1718.7380957,74.72774329130435
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,False,False,12,265.1666667,22.097222225
0,0.0,0,0.0,25,929.5833333,0.016,0.0296,0.0,0.0,Dec,3,2,4,13,Returning_Visitor,False,False,25,929.5833333,37.183333332000004
4,95.8,2,35.7,14,380.2666667,0.0,0.011111111,0.0,0.0,Oct,2,4,7,2,New_Visitor,False,False,20,511.7666667,25.588333334999998
2,129.0,0,0.0,16,1835.5,0.003703704,0.031481481,0.0,0.0,Aug,2,4,9,6,Returning_Visitor,False,False,18,1964.5,109.13888888888889
0,0.0,0,0.0,18,1485.416667,0.0,0.027777778,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False,18,1485.416667,82.52314816666666
8,574.55,0,0.0,15,571.4238596,0.031578947,0.029645043,0.0,0.0,Oct,3,2,4,2,Returning_Visitor,False,False,23,1145.9738596,49.8249504173913
0,0.0,0,0.0,17,1293.083333,0.0,0.013333333,0.0,0.0,Dec,2,5,7,2,New_Visitor,False,False,17,1293.083333,76.06372547058824
0,0.0,0,0.0,8,203.0,0.0125,0.0375,0.0,0.0,May,2,2,5,2,Returning_Visitor,True,False,8,203.0,25.375
9,135.1,0,0.0,23,620.0333333,0.022222222,0.030246914,0.0,0.0,Aug,2,5,5,1,Returning_Visitor,False,False,32,755.1333333,23.597916665625
1,32.0,0,0.0,13,813.8,0.0,0.030769231,32.43738462,0.0,May,1,1,3,4,Returning_Visitor,True,False,14,845.8,60.41428571428571
8,580.2,1,145.6,48,2734.966667,0.0,0.007692308,27.60143046,0.0,Oct,2,2,4,5,New_Visitor,False,True,57,3460.7666670000003,60.71520468421053
4,1660.3,0,0.0,2,45.7,0.0,0.016666667,113.9293434,0.0,Sep,2,10,1,2,Returning_Visitor,False,True,6,1706.0,284.3333333333333
0,0.0,0,0.0,16,392.1428571,0.00625,0.027205882,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False,16,392.1428571,24.50892856875
0,0.0,0,0.0,6,33.0,0.033333333,0.1,0.0,0.0,Nov,2,5,3,20,Returning_Visitor,False,False,6,33.0,5.5
0,0.0,3,1830.5,81,5000.739116,0.003294118,0.020433155,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,False,84,6831.239116,81.32427519047619
3,109.7,0,0.0,16,852.3,0.011764706,0.043137255,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,False,False,19,962.0,50.63157894736842
1,38.0,0,0.0,29,986.8333333,0.013793103,0.035057471,0.0,0.0,May,2,4,3,4,Returning_Visitor,False,False,30,1024.8333333,34.16111111
0,0.0,0,0.0,97,7515.583333,0.004166667,0.027083333,0.0,0.8,May,2,2,3,2,Returning_Visitor,False,False,97,7515.583333,77.48024054639176
3,60.0,0,0.0,19,494.5,0.0,0.01,0.0,0.0,Mar,1,1,3,9,Returning_Visitor,True,False,22,554.5,25.204545454545453
8,122.1,2,0.0,20,695.19375,0.012098765,0.058821329,0.0,0.0,Nov,1,1,8,2,Returning_Visitor,True,True,30,817.29375,27.243125000000003
3,67.5,0,0.0,30,761.75,0.0,0.015053763,19.31425101,0.0,Dec,2,4,1,1,Returning_Visitor,True,True,33,829.25,25.12878787878788
6,112.5,0,0.0,86,2041.23355,0.000387597,0.00786268,5.911452178,0.0,Nov,2,4,1,2,Returning_Visitor,False,True,92,2153.73355,23.410147282608694
8,245.1666667,2,114.5,129,3098.912088,0.0,0.001704261,9.073052632,0.0,May,2,4,1,4,Returning_Visitor,True,False,139,3458.5787547,24.881861544604316
6,207.0928571,1,52.4,35,2239.502857,0.010833333,0.024333333,0.0,0.0,Nov,1,1,8,3,Returning_Visitor,False,False,42,2498.9957141,59.499897954761906
15,190.55,2,6.0,21,280.65,0.031313131,0.043198653,0.0,0.0,Oct,1,1,7,3,Returning_Visitor,False,False,38,477.2,12.557894736842105
2,45.5,0,0.0,9,122.25,0.0,0.018181818,0.0,0.0,Dec,2,2,7,2,New_Visitor,False,False,11,167.75,15.25
0,0.0,2,101.7,42,1892.198319,0.0,0.004545455,153.5776975,0.0,Aug,2,2,1,1,Returning_Visitor,False,True,44,1993.8983190000001,45.31587088636364
1,119.8,0,0.0,10,175.35,0.0,0.009090909,0.0,0.0,Jul,1,1,5,3,Returning_Visitor,False,False,11,295.15,26.83181818181818
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False,1,0.0,0.0
0,0.0,0,0.0,7,277.0,0.0,0.042857143,0.0,0.2,May,2,2,3,4,Returning_Visitor,False,False,7,277.0,39.57142857142857
3,11.66666667,0,0.0,39,557.2452381,0.028947368,0.052076023,0.0,0.6,May,3,2,3,13,Returning_Visitor,False,False,42,568.9119047700001,13.54552154214286
0,0.0,0,0.0,14,207.1666667,0.042857143,0.083333333,0.0,0.6,May,2,2,7,11,Returning_Visitor,False,False,14,207.1666667,14.79761905
0,0.0,0,0.0,12,402.6,0.0,0.008333333,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,False,False,12,402.6,33.550000000000004
0,0.0,0,0.0,22,562.1666667,0.018181818,0.053030303,0.0,0.0,June,2,2,3,3,Returning_Visitor,True,False,22,562.1666667,25.55303030454545
5,135.5,0,0.0,86,2106.894048,0.002325581,0.008914729,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False,91,2242.394048,24.641692835164836
7,164.5833333,1,28.5,115,3427.665476,0.0,0.016290123,4.970219813,0.0,Nov,2,2,4,10,Returning_Visitor,False,True,123,3620.7488093,29.436982189430896
6,56.89,0,0.0,40,1296.916144,0.0,0.022634921,1.342134935,0.0,Sep,2,2,7,1,Returning_Visitor,False,False,46,1353.8061440000001,29.43056834782609
3,91.5,4,333.8333333,132,3041.676452,0.011764706,0.030932814,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True,139,3467.0097853,24.942516441007196
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,Feb,2,4,3,3,Returning_Visitor,False,False,1,0.0,0.0
1,11.0,0,0.0,7,950.0,0.01875,0.020833333,0.0,0.0,May,3,2,2,3,Returning_Visitor,False,False,8,961.0,120.125
3,38.0,0,0.0,83,2101.466667,0.0,0.001190476,0.0,0.0,May,2,2,1,4,New_Visitor,False,False,86,2139.466667,24.877519383720934
2,29.0,0,0.0,61,1617.519048,0.013978495,0.030295699,0.0,0.0,Nov,3,2,8,2,Returning_Visitor,True,False,63,1646.519048,26.135222984126987
0,0.0,0,0.0,2,58.4,0.0,0.1,0.0,0.0,Oct,2,4,1,2,New_Visitor,False,False,2,58.4,29.2
6,158.6704505,1,430.2,146,5602.006712,0.002671513,0.00935218,6.711290592,0.0,Nov,2,10,7,2,Returning_Visitor,False,True,153,6190.8771625,40.463249428104575
0,0.0,1,35.5,130,3313.455754,0.007633588,0.028972728,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False,131,3348.955754,25.564547740458014
0,0.0,0,0.0,81,1950.840873,0.004938272,0.024773663,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True,81,1950.840873,24.084455222222225
0,0.0,0,0.0,1,1.0,0.0,0.1,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,1,1.0,1.0
2,40.0,0,0.0,4,55.0,0.0,0.033333333,0.0,0.2,May,4,2,1,13,Returning_Visitor,False,False,6,95.0,15.833333333333334
4,82.25,6,144.0,82,3174.642793,0.004494382,0.012081072,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,False,92,3400.892793,36.96622601086956
1,216.6,0,0.0,34,1463.8,0.006060606,0.007575758,0.0,0.0,Nov,1,1,8,2,Returning_Visitor,False,False,35,1680.3999999999999,48.01142857142857
4,63.25,2,7.0,9,297.0833333,0.0,0.014285714,0.0,0.0,Nov,2,2,6,8,New_Visitor,True,False,15,367.3333333,24.488888886666665
3,63.4,1,0.0,26,1115.4,0.061494253,0.087060755,0.0,0.0,Aug,3,2,6,13,Returning_Visitor,True,False,30,1178.8000000000002,39.29333333333334
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,5,5,1,Returning_Visitor,False,False,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False,1,0.0,0.0
0,0.0,0,0.0,3,55.0,0.0,0.066666667,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,3,55.0,18.333333333333332
0,0.0,0,0.0,46,944.2333333,0.004347826,0.017391304,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False,46,944.2333333,20.52681159347826
4,38.0,0,0.0,6,107.0,0.006060606,0.042424242,0.0,1.0,May,2,6,2,2,Returning_Visitor,True,False,10,145.0,14.5
0,0.0,0,0.0,6,89.66666667,0.0,0.033333333,0.0,0.0,Nov,2,10,3,3,Returning_Visitor,False,False,6,89.66666667,14.944444445
0,0.0,0,0.0,77,3733.228571,0.018666667,0.048622222,0.0,0.8,May,2,2,1,2,Returning_Visitor,False,False,77,3733.228571,48.483487935064936
0,0.0,0,0.0,15,549.0,0.08,0.126666667,0.0,0.0,Nov,2,10,1,3,Returning_Visitor,False,False,15,549.0,36.6
4,100.3,0,0.0,66,2868.133333,0.011428571,0.01725974,9.162351243,0.0,Mar,3,2,1,1,Returning_Visitor,False,True,70,2968.4333330000004,42.40619047142858
0,0.0,0,0.0,8,149.0,0.0,0.033333333,64.788,0.0,May,2,2,1,2,Returning_Visitor,False,True,8,149.0,18.625
0,0.0,0,0.0,26,810.3713768,0.019230769,0.02530525,0.0,0.8,May,3,2,3,1,Returning_Visitor,False,False,26,810.3713768,31.16812987692308
3,14.0,0,0.0,36,947.8833333,0.0,0.006078431,0.0,0.0,Dec,2,2,1,10,Returning_Visitor,False,False,39,961.8833333,24.663675212820515
0,0.0,0,0.0,1,43.0,0.0,0.1,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,False,1,43.0,43.0
0,0.0,0,0.0,25,812.0,0.0,0.008,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,25,812.0,32.48
1,49.5,0,0.0,14,207.5416667,0.0,0.015384615,0.0,0.0,Dec,2,4,1,2,New_Visitor,False,False,15,257.0416667,17.136111113333335
0,0.0,0,0.0,18,771.0833333,0.055555556,0.071428571,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,18,771.0833333,42.83796296111112
4,49.0,0,0.0,17,283.7916667,0.0,0.030952381,0.0,0.0,Dec,2,2,1,13,Returning_Visitor,True,False,21,332.7916667,15.847222223809524
0,0.0,0,0.0,11,188.4583333,0.0,0.009090909,0.0,0.0,Nov,1,1,1,8,New_Visitor,False,False,11,188.4583333,17.132575754545453
0,0.0,0,0.0,11,460.8333333,0.027272727,0.025757576,0.0,0.0,Dec,3,2,6,2,Returning_Visitor,True,False,11,460.8333333,41.89393939090909
0,0.0,0,0.0,3,48.5,0.0,0.066666667,0.0,0.0,Dec,4,1,1,2,Returning_Visitor,False,False,3,48.5,16.166666666666668
4,94.86666667,0,0.0,22,812.1357143,0.008333333,0.042708333,18.08644865,0.0,Jul,3,2,2,4,Returning_Visitor,False,True,26,907.00238097,34.88470696038461
6,90.1,0,0.0,35,643.05,0.0,0.015789474,0.0,0.0,Oct,1,1,3,4,Returning_Visitor,True,False,41,733.15,17.88170731707317
0,0.0,0,0.0,21,1146.333333,0.0,0.012962963,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,False,False,21,1146.333333,54.587301571428576
0,0.0,0,0.0,14,731.5,0.014285714,0.042857143,0.0,0.0,Nov,2,2,4,2,New_Visitor,False,True,14,731.5,52.25
2,145.0,0,0.0,7,196.5,0.0,0.0125,0.0,0.0,May,3,2,4,1,Returning_Visitor,False,False,9,341.5,37.94444444444444
2,127.0,0,0.0,13,473.5,0.015384615,0.042307692,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False,15,600.5,40.03333333333333
3,97.8,0,0.0,5,60.4,0.0,0.025,0.0,0.0,Oct,2,2,9,2,New_Visitor,False,False,8,158.2,19.775
0,0.0,0,0.0,16,544.8333333,0.004761905,0.042857143,0.0,0.0,May,1,1,3,2,Returning_Visitor,True,False,16,544.8333333,34.05208333125
3,14.5,2,907.8333333,28,804.2833333,0.014141414,0.044155844,7.945805543,0.0,Mar,2,5,9,2,Returning_Visitor,False,False,33,1726.6166666,52.32171716969697
2,59.0,0,0.0,3,82.0,0.04,0.06,0.0,0.0,May,1,1,6,3,New_Visitor,False,False,5,141.0,28.2
9,387.75,0,0.0,64,980.5021994,0.000866739,0.012798697,9.581561053,0.0,Nov,3,2,3,1,Returning_Visitor,False,True,73,1368.2521993999999,18.74318081369863
4,69.0,1,537.0,42,352.5,0.004255319,0.019148936,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False,47,958.5,20.393617021276597
2,15.0,0,0.0,3,21.0,0.0,0.05,0.0,0.0,Mar,3,2,4,8,Returning_Visitor,False,False,5,36.0,7.2
0,0.0,0,0.0,3,55.0,0.066666667,0.133333333,0.0,0.6,May,1,8,4,20,Returning_Visitor,False,False,3,55.0,18.333333333333332
1,30.7,0,0.0,33,1148.333333,0.0,0.020833333,0.0,0.0,Aug,2,5,6,1,Returning_Visitor,False,False,34,1179.033333,34.67745097058824
6,703.5,3,23.0,26,2259.55,0.001960784,0.015686275,14.388,0.0,May,1,1,1,3,Returning_Visitor,False,False,35,2986.05,85.3157142857143
0,0.0,0,0.0,21,499.75,0.00952381,0.033333333,0.0,0.0,Nov,2,4,3,10,Returning_Visitor,False,True,21,499.75,23.797619047619047
0,0.0,0,0.0,32,1080.047619,0.0,0.01015625,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,False,32,1080.047619,33.75148809375
4,86.6,0,0.0,12,193.75,0.008888889,0.016666667,0.0,0.0,May,1,2,3,5,Returning_Visitor,False,False,16,280.35,17.521875
3,119.0,0,0.0,6,197.5,0.022222222,0.022222222,0.0,1.0,May,6,2,3,2,New_Visitor,True,False,9,316.5,35.166666666666664
0,0.0,0,0.0,14,354.25,0.0,0.015384615,124.032,0.0,May,1,1,6,5,New_Visitor,False,True,14,354.25,25.303571428571427
0,0.0,0,0.0,5,266.3333333,0.04,0.08,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False,5,266.3333333,53.26666666
0,0.0,0,0.0,36,1287.958333,0.034259259,0.073333333,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,False,False,36,1287.958333,35.776620361111114
0,0.0,0,0.0,4,156.5,0.0,0.05,0.0,0.0,Dec,1,8,1,6,New_Visitor,False,False,4,156.5,39.125
0,0.0,0,0.0,26,2607.5,0.024,0.050933333,0.0,0.0,May,1,1,2,3,Returning_Visitor,False,False,26,2607.5,100.28846153846153
2,70.6,0,0.0,23,2244.416667,0.0,0.009090909,0.0,0.0,Aug,2,2,3,3,Returning_Visitor,False,False,25,2315.016667,92.60066667999999
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,False,False,2,0.0,0.0
2,4.0,0,0.0,2,44.4,0.0,0.05,0.0,0.0,Sep,2,10,3,5,New_Visitor,False,False,4,48.4,12.1
2,7.0,0,0.0,21,467.952381,0.047619048,0.068253968,0.0,0.0,May,2,5,1,3,Returning_Visitor,False,False,23,474.952381,20.65010352173913
4,271.2,0,0.0,4,144.6,0.0,0.014285714,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,False,False,8,415.79999999999995,51.974999999999994
0,0.0,0,0.0,6,69.5,0.0,0.033333333,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,6,69.5,11.583333333333334
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,4,1,4,3,Returning_Visitor,False,False,1,0.0,0.0
4,47.0,0,0.0,26,380.1666667,0.0,0.015873016,0.0,0.0,May,4,1,1,1,Returning_Visitor,False,False,30,427.1666667,14.23888889
0,0.0,0,0.0,64,1298.20326,0.003125,0.017573302,0.0,0.0,Jul,1,1,3,4,Returning_Visitor,False,False,64,1298.20326,20.2844259375
3,131.75,0,0.0,52,1701.857143,0.0032,0.01918951,0.0,0.0,May,1,1,5,1,Returning_Visitor,False,False,55,1833.607143,33.33831169090909
0,0.0,0,0.0,4,67.6,0.125,0.133333333,0.0,0.0,Jul,3,2,1,4,Returning_Visitor,False,False,4,67.6,16.9
1,4.0,0,0.0,26,242.1095238,0.0,0.004273504,0.0,0.0,June,4,1,2,1,Returning_Visitor,False,False,27,246.1095238,9.115167548148149
0,0.0,0,0.0,13,129.5,0.061538462,0.092307692,0.0,0.0,Mar,1,8,1,1,Returning_Visitor,False,False,13,129.5,9.961538461538462
0,0.0,0,0.0,19,1883.5,0.010526316,0.021052632,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,19,1883.5,99.13157894736842
1,18.5,0,0.0,32,814.6071429,0.0,0.024019608,3.111047059,0.6,May,2,2,1,4,Returning_Visitor,False,True,33,833.1071429,25.245670996969697
5,47.5,0,0.0,40,787.2,0.0,0.012121212,2.782886364,0.4,May,2,2,4,4,Returning_Visitor,False,False,45,834.7,18.54888888888889
0,0.0,0,0.0,3,13.0,0.066666667,0.133333333,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,True,False,3,13.0,4.333333333333333
10,166.9318182,2,246.0,51,2697.487879,0.004310345,0.017471264,3.099,0.6,May,2,2,2,19,Returning_Visitor,False,False,63,3110.4196972,49.371741225396825
2,126.0,0,0.0,6,127.1666667,0.05,0.04375,0.0,0.0,Dec,3,2,5,3,Returning_Visitor,True,False,8,253.1666667,31.6458333375
5,30.0,1,4.0,107,4376.902655,0.007272727,0.021707552,0.0,0.0,Oct,2,2,2,4,Returning_Visitor,False,False,113,4410.902655,39.034536769911504
1,0.0,0,0.0,2,66.5,0.0,0.1,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,True,False,3,66.5,22.166666666666668
0,0.0,4,82.5,22,1087.986111,0.007692308,0.020244755,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,False,26,1170.486111,45.01869657692308
5,85.0,0,0.0,24,567.45,0.04,0.058666667,0.0,1.0,May,3,2,3,1,Returning_Visitor,True,False,29,652.45,22.49827586206897
6,245.4666667,0,0.0,57,1575.216667,0.006896552,0.030172414,0.0,0.0,May,4,2,3,6,Returning_Visitor,False,False,63,1820.6833336999998,28.899735455555554
0,0.0,0,0.0,21,304.5416667,0.00952381,0.023809524,0.0,0.0,Dec,2,2,3,10,Returning_Visitor,False,False,21,304.5416667,14.50198412857143
0,0.0,0,0.0,12,249.5,0.005555556,0.025,0.0,0.0,Mar,2,7,7,1,Returning_Visitor,False,False,12,249.5,20.791666666666668
1,30.0,0,0.0,21,204.1666667,0.028571429,0.048412698,0.0,0.0,May,3,2,8,4,Returning_Visitor,True,False,22,234.1666667,10.643939395454545
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,False,False,1,0.0,0.0
0,0.0,0,0.0,6,185.5,0.016666667,0.05,0.0,0.0,Dec,2,2,3,8,New_Visitor,False,False,6,185.5,30.916666666666668
7,190.2628205,4,195.0,124,3197.290064,0.010320513,0.01989345,7.059929851,0.0,Nov,3,2,6,2,Returning_Visitor,True,False,135,3582.5528845,26.537428774074073
0,0.0,0,0.0,8,427.75,0.0,0.0125,0.0,0.0,Dec,4,2,1,2,New_Visitor,False,False,8,427.75,53.46875
4,33.0,0,0.0,35,702.9166667,0.0,0.005428571,0.0,0.0,Dec,4,1,1,2,New_Visitor,False,False,39,735.9166667,18.86965812051282
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Sep,1,8,1,1,Returning_Visitor,False,False,1,0.0,0.0
0,0.0,0,0.0,2,21.0,0.0,0.1,0.0,0.0,May,3,2,1,3,New_Visitor,False,False,2,21.0,10.5
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,9,13,Returning_Visitor,False,False,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,1,13,Returning_Visitor,True,False,1,0.0,0.0
3,35.0,0,0.0,16,314.0,0.0,0.052631579,0.0,0.0,Mar,2,5,7,2,Returning_Visitor,False,False,19,349.0,18.36842105263158
0,0.0,0,0.0,20,584.0,0.0,0.003508772,0.0,0.0,May,2,2,6,4,New_Visitor,False,False,20,584.0,29.2
